#lat		lon 0.1x0.1
19.5	98.5
19.6	98.5
19.7	98.5
19.8	98.5
19.9	98.5
20.0	98.5
20.1	98.5
20.2	98.5
20.3	98.5
20.4	98.5
20.5	98.5
20.6	98.5
20.7	98.5
20.8	98.5
20.9	98.5
21.0	98.5
21.1	98.5
21.2	98.5
21.3	98.5
21.4	98.5
21.5	98.5
21.6	98.5
21.7	98.5
21.8	98.5
21.9	98.5
22.0	98.5
22.1	98.5
22.2	98.5
22.3	98.5
22.4	98.5
22.5	98.5
19.5	98.6
19.6	98.6
19.7	98.6
19.8	98.6
19.9	98.6
20.0	98.6
20.1	98.6
20.2	98.6
20.3	98.6
20.4	98.6
20.5	98.6
20.6	98.6
20.7	98.6
20.8	98.6
20.9	98.6
21.0	98.6
21.1	98.6
21.2	98.6
21.3	98.6
21.4	98.6
21.5	98.6
21.6	98.6
21.7	98.6
21.8	98.6
21.9	98.6
22.0	98.6
22.1	98.6
22.2	98.6
22.3	98.6
22.4	98.6
22.5	98.6
19.5	98.7
19.6	98.7
19.7	98.7
19.8	98.7
19.9	98.7
20.0	98.7
20.1	98.7
20.2	98.7
20.3	98.7
20.4	98.7
20.5	98.7
20.6	98.7
20.7	98.7
20.8	98.7
20.9	98.7
21.0	98.7
21.1	98.7
21.2	98.7
21.3	98.7
21.4	98.7
21.5	98.7
21.6	98.7
21.7	98.7
21.8	98.7
21.9	98.7
22.0	98.7
22.1	98.7
22.2	98.7
22.3	98.7
22.4	98.7
22.5	98.7
19.5	98.8
19.6	98.8
19.7	98.8
19.8	98.8
19.9	98.8
20.0	98.8
20.1	98.8
20.2	98.8
20.3	98.8
20.4	98.8
20.5	98.8
20.6	98.8
20.7	98.8
20.8	98.8
20.9	98.8
21.0	98.8
21.1	98.8
21.2	98.8
21.3	98.8
21.4	98.8
21.5	98.8
21.6	98.8
21.7	98.8
21.8	98.8
21.9	98.8
22.0	98.8
22.1	98.8
22.2	98.8
22.3	98.8
22.4	98.8
22.5	98.8
19.5	98.9
19.6	98.9
19.7	98.9
19.8	98.9
19.9	98.9
20.0	98.9
20.1	98.9
20.2	98.9
20.3	98.9
20.4	98.9
20.5	98.9
20.6	98.9
20.7	98.9
20.8	98.9
20.9	98.9
21.0	98.9
21.1	98.9
21.2	98.9
21.3	98.9
21.4	98.9
21.5	98.9
21.6	98.9
21.7	98.9
21.8	98.9
21.9	98.9
22.0	98.9
22.1	98.9
22.2	98.9
22.3	98.9
22.4	98.9
22.5	98.9
19.5	99.0
19.6	99.0
19.7	99.0
19.8	99.0
19.9	99.0
20.0	99.0
20.1	99.0
20.2	99.0
20.3	99.0
20.4	99.0
20.5	99.0
20.6	99.0
20.7	99.0
20.8	99.0
20.9	99.0
21.0	99.0
21.1	99.0
21.2	99.0
21.3	99.0
21.4	99.0
21.5	99.0
21.6	99.0
21.7	99.0
21.8	99.0
21.9	99.0
22.0	99.0
22.1	99.0
22.2	99.0
22.3	99.0
22.4	99.0
22.5	99.0
19.5	99.1
19.6	99.1
19.7	99.1
19.8	99.1
19.9	99.1
20.0	99.1
20.1	99.1
20.2	99.1
20.3	99.1
20.4	99.1
20.5	99.1
20.6	99.1
20.7	99.1
20.8	99.1
20.9	99.1
21.0	99.1
21.1	99.1
21.2	99.1
21.3	99.1
21.4	99.1
21.5	99.1
21.6	99.1
21.7	99.1
21.8	99.1
21.9	99.1
22.0	99.1
22.1	99.1
22.2	99.1
22.3	99.1
22.4	99.1
22.5	99.1
19.5	99.2
19.6	99.2
19.7	99.2
19.8	99.2
19.9	99.2
20.0	99.2
20.1	99.2
20.2	99.2
20.3	99.2
20.4	99.2
20.5	99.2
20.6	99.2
20.7	99.2
20.8	99.2
20.9	99.2
21.0	99.2
21.1	99.2
21.2	99.2
21.3	99.2
21.4	99.2
21.5	99.2
21.6	99.2
21.7	99.2
21.8	99.2
21.9	99.2
22.0	99.2
22.1	99.2
22.2	99.2
22.3	99.2
22.4	99.2
22.5	99.2
19.5	99.3
19.6	99.3
19.7	99.3
19.8	99.3
19.9	99.3
20.0	99.3
20.1	99.3
20.2	99.3
